,Compound_Score,Negative_Score,Neutral_Score,Positive_Score,Screen_Name,Time,Tweets,Tweets_Ago
233,-0.5106,0.275,0.604,0.121,CNN,2018-04-09 12:12:02+00:00,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc",34
234,0.0,0.0,1.0,0.0,CNN,2018-04-09 12:04:23+00:00,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn,35
235,0.0,0.0,1.0,0.0,CNN,2018-04-09 12:03:04+00:00,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo,36
236,-0.8481,0.254,0.746,0.0,CNN,2018-04-09 11:59:06+00:00,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers rolled with speed for several miles before being brought to an emergency stop by railway staff https://t.co/4v12sLjw13",37
237,0.0,0.0,1.0,0.0,CNN,2018-04-09 11:56:02+00:00,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc",38
238,0.5859,0.0,0.759,0.241,CNN,2018-04-09 11:51:07+00:00,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp,39
239,-0.3818,0.178,0.822,0.0,CNN,2018-04-09 11:44:06+00:00,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG,40
240,-0.34,0.176,0.742,0.082,CNN,2018-04-09 11:39:27+00:00,"Oklahoma teachers will continue their walkout for a sixth day today, maintaining their pressure on state legislators for increased education funding https://t.co/ok6p8G8CKy https://t.co/ER9nLywF4d",41
241,-0.6124,0.417,0.583,0.0,CNN,2018-04-09 11:38:04+00:00,"Lightning strike kills 1, injures 4 in Florida https://t.co/iDZeD9keEh https://t.co/MnHKWwyfzB",42
242,0.0,0.0,1.0,0.0,CNN,2018-04-09 11:31:05+00:00,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/qy5qAnTwjG,43
243,-0.6124,0.143,0.857,0.0,CNN,2018-04-09 11:30:06+00:00,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other international leaders denounced the Syrian regime for their alleged role in a suspected chemical attack https://t.co/Fl1TWl21TK https://t.co/kH530F1tTd",44
244,-0.6249,0.186,0.814,0.0,CNN,2018-04-09 11:26:30+00:00,"RT @NewDay: ""They're really very ordinary,"" says @npwcnn of British ISIS terrorists called ""the Beatles.""

""Unextraordinary people to some…",45
245,0.4804,0.037,0.848,0.115,CNN,2018-04-09 11:26:19+00:00,"Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" have called some of the group's actions ""regrettable,"" and insisted that their legal rights be respected wherever they're brought to trial https://t.co/R3RMpy3H0q https://t.co/DEpIRMFmtj",46
246,0.0,0.0,1.0,0.0,CNN,2018-04-09 11:26:05+00:00,US military resumes air operations in Djibouti https://t.co/tb7GCGzpIl https://t.co/dMKZRtdHaw,47
247,-0.6597,0.318,0.568,0.114,CNN,2018-04-09 11:20:03+00:00,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/Hz9pxAiJFO,48
248,0.7579,0.056,0.69,0.255,CNN,2018-04-09 11:16:03+00:00,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event that some women use it to gain significance by playing the victim https://t.co/XiPnIA6ZeZ https://t.co/IWD5KoImMu,49
249,0.0,0.0,1.0,0.0,CNN,2018-04-09 11:12:06+00:00,Advocacy groups claim YouTube illegally collects data from kids https://t.co/cekqlCi0z1 https://t.co/zjlS4plfp6,50
250,-0.4588,0.111,0.889,0.0,CNN,2018-04-09 11:10:34+00:00,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less than two years the pill has been on the market. https://t.co/wOF4cQJzJC https://t.co/57a2ntjVEb,51
251,0.0,0.0,1.0,0.0,CNN,2018-04-09 11:06:04+00:00,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia https://t.co/fANIcgQzxI https://t.co/FesLzfPFtt,52
252,-0.4019,0.137,0.863,0.0,CNN,2018-04-09 11:00:09+00:00,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and #MeToo

https://t.co/pbJPDNKV8M https://t.co/QJxsM9Tiq5",53
253,-0.802,0.444,0.556,0.0,CNN,2018-04-09 10:58:02+00:00,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH,54
254,-0.3182,0.246,0.628,0.126,CNN,2018-04-09 10:52:06+00:00,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0,55
255,-0.4404,0.077,0.923,0.0,CNN,2018-04-09 10:50:07+00:00,"When Congress returns Monday from a two-week recess, all eyes will be on Facebook CEO Mark Zuckerberg as he takes the hot seat in two congressional hearings over the latest privacy scandal involving Cambridge Analytica https://t.co/Ju6dvfAuaf https://t.co/mhhoFtRsAz",56
256,-0.4588,0.25,0.75,0.0,CNN,2018-04-09 10:46:04+00:00,"A year after the US attacked Syria, what's changed? https://t.co/fD4i63D5cc https://t.co/T2skoyLYDv",57
257,0.2263,0.134,0.645,0.221,CNN,2018-04-09 10:45:04+00:00,Should Democrats worry that a blue wave is being treated like a sure thing? | Analysis by @zbyronwolf https://t.co/DCWSWJxciX https://t.co/RdwHexvRFp,58
258,-0.6249,0.389,0.611,0.0,CNN,2018-04-09 10:41:02+00:00,"Muenster van attack driver acted alone, police say https://t.co/0ImvR5IoMW https://t.co/BweBbbfH2O",59
259,0.0,0.0,1.0,0.0,CNN,2018-04-09 10:35:35+00:00,Bill Cosby's retrial begins in Pennsylvania today -- the first time the comedian's case returns to court since the #MeToo movement began six months ago https://t.co/3BRTWyxBIL https://t.co/PCcXDzxjPd,60
260,0.0258,0.0,0.948,0.052,CNN,2018-04-09 10:35:05+00:00,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US withdrawal from Syria https://t.co/HAWzsRjLFM https://t.co/4t55oXLEXj",61
261,0.0,0.0,1.0,0.0,CNN,2018-04-09 10:31:07+00:00,"New Trump adviser is ""not much of a carrot man"" https://t.co/5yAePVYewm | via @CNNopinion https://t.co/Cib9B7ZUTl",62
262,-0.3182,0.107,0.844,0.049,CNN,2018-04-09 10:26:01+00:00,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland shooting https://t.co/jyyvcWf9MU,63
263,0.0,0.0,1.0,0.0,CNN,2018-04-09 10:21:02+00:00,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensington Palace https://t.co/OtJXJlzoXW,64
264,-0.1655,0.142,0.858,0.0,CNN,2018-04-09 10:15:07+00:00,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/A9aXH4c6Tb https://t.co/KBp3OW1IMd",65
265,-0.9062,0.357,0.643,0.0,CNN,2018-04-09 10:12:04+00:00,"The US denied attacking a Syrian airfield on Sunday, hours after President Donald Trump tweeted ""Animal Assad"" would have a ""big price to pay"" for an alleged chemical weapons attack. https://t.co/6ZTVHBzQj0",66
266,0.3612,0.0,0.828,0.172,CNN,2018-04-09 10:06:04+00:00,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/fZDKYMkN5H https://t.co/WWKAqAwmj3,67
267,0.0,0.0,1.0,0.0,CNN,2018-04-09 09:59:03+00:00,"Stormy Daniels' attorney has once again filed a motion to depose President Donald Trump and his lawyer, Michael Cohen, to ask about a $130,000 payout before the 2016 election. https://t.co/uPhou8TXE9 https://t.co/jpvLauT0e7",68
268,-0.1531,0.043,0.957,0.0,CNN,2018-04-09 09:57:23+00:00,"Are you one of the 87 million Facebook users affected by the Cambridge Analytica data breach?

CNN wants to hear from you. Send us a text or video with your thoughts via WhatsApp: +1 347 322 0415 https://t.co/xO6pGyy0Gf",69
269,-0.5719,0.236,0.764,0.0,CNN,2018-04-09 09:52:58+00:00,"""A Quiet Place"" leads box office as horror keeps making noise https://t.co/gEzgD5vtI4 https://t.co/Cdq3ZTV6jE",70
270,-0.7184,0.214,0.743,0.043,CNN,2018-04-09 09:43:05+00:00,"Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on Monday, following a suspected chemical gas attack over the weekend https://t.co/oXGFPrp7kW https://t.co/j2BZdfza9D",71
271,-0.34,0.183,0.732,0.085,CNN,2018-04-09 09:34:03+00:00,"Oklahoma teachers to continue their walkout for a sixth day, maintaining their pressure on state legislators for increased education funding https://t.co/cDQzCHA6ez https://t.co/mwj8vMiL4x",72
272,-0.6597,0.318,0.568,0.114,CNN,2018-04-09 09:27:21+00:00,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/dolD3bQW65,73
273,0.0,0.0,1.0,0.0,CNN,2018-04-09 09:14:52+00:00,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensington Palace https://t.co/Jk6JbGO7ZY,74
274,-0.1226,0.049,0.951,0.0,CNN,2018-04-09 09:09:42+00:00,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's actions ""regrettable"" in an interview with CNN https://t.co/FqXqCgKqA2 https://t.co/A4hVLsYzmP",75
275,-0.3182,0.107,0.844,0.049,CNN,2018-04-09 08:58:40+00:00,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland shooting https://t.co/iIQLowXl5X,76
276,0.0,0.0,1.0,0.0,CNN,2018-04-09 08:49:22+00:00,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/kaAwtr1PRg,77
277,-0.1655,0.142,0.858,0.0,CNN,2018-04-09 08:30:12+00:00,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/OnXNdAF10s https://t.co/Y4NlvfUxSx",78
278,0.0,0.0,1.0,0.0,CNN,2018-04-09 08:20:50+00:00,Advocacy groups claim YouTube illegally collects data from kids https://t.co/6EXVuwK63a https://t.co/3cvTdyRhuq,79
279,-0.5106,0.275,0.604,0.121,CNN,2018-04-09 08:14:20+00:00,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/gCbhz0zlxi https://t.co/10pUTf3wWe",80
280,0.0,0.0,1.0,0.0,CNN,2018-04-09 08:07:51+00:00,"How President Trump might counter ""Animal Assad"" https://t.co/goFKFPnLS5 | via @CNNOpinion https://t.co/VrIRXtkC48",81
281,0.34,0.0,0.862,0.138,CNN,2018-04-09 08:00:13+00:00,Facebook is about to tell users if their data was shared with Cambridge Analytica https://t.co/mEPmgsQo81 https://t.co/DxiWnScgLL,82
282,-0.8481,0.254,0.746,0.0,CNN,2018-04-09 07:44:42+00:00,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers rolled with speed for several miles before being brought to an emergency stop by railway staff https://t.co/H1kvaA5R4X",83
283,0.5859,0.0,0.759,0.241,CNN,2018-04-09 07:36:35+00:00,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/wJBSQSwWGh https://t.co/fI8userxuW,84
284,-0.802,0.444,0.556,0.0,CNN,2018-04-09 07:30:11+00:00,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/NgPIsEyCAL https://t.co/gCSI008DZC,85
285,0.3612,0.0,0.828,0.172,CNN,2018-04-09 07:18:36+00:00,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/2dV4CmYW9h https://t.co/fVz6ytkiih,86
286,-0.9062,0.357,0.643,0.0,CNN,2018-04-09 07:10:34+00:00,"The US denied attacking a Syrian airfield on Sunday, hours after President Donald Trump tweeted ""Animal Assad"" would have a ""big price to pay"" for an alleged chemical weapons attack. https://t.co/EU4JbbET0T",87
287,0.0,0.0,1.0,0.0,CNN,2018-04-09 07:00:13+00:00,Hungary's Euroskeptic leader Orban claims victory https://t.co/TCOwkEp1tR https://t.co/bOB92B3SNF,88
288,0.0,0.0,1.0,0.0,CNN,2018-04-09 06:50:09+00:00,Designing for hedonists: The evolution of nightclub interiors https://t.co/CBgVJaCtfg via @CNNStyle https://t.co/LDOsfa3zmV,89
289,-0.6249,0.389,0.611,0.0,CNN,2018-04-09 06:39:39+00:00,"Muenster van attack driver acted alone, police say https://t.co/lI5QGWerel https://t.co/RT0vGrdhVP",90
290,0.0,0.0,1.0,0.0,CNN,2018-04-09 06:30:08+00:00,US military resumes air operations in Djibouti https://t.co/Pdgu67UR2M https://t.co/760nXrhQ2x,91
291,-0.3818,0.178,0.822,0.0,CNN,2018-04-09 06:28:33+00:00,Here's everything you need to know about the US-China trade battle https://t.co/tNuqnPsOGC https://t.co/GB5qEQUC0L,92
292,0.0,0.0,1.0,0.0,CNN,2018-04-09 06:14:25+00:00,Chicago attorney general to oversee FBI document release to House https://t.co/fEPioN0wBI,93
293,-0.3182,0.246,0.628,0.126,CNN,2018-04-09 06:00:13+00:00,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/fl4Bp3ZLry https://t.co/KYikDpaZs8,94
294,0.7579,0.056,0.69,0.255,CNN,2018-04-09 05:39:41+00:00,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event that some women use it to gain significance by playing the victim https://t.co/mexMHtUXiR https://t.co/nnfOyD8VDs,95
295,0.0,0.0,1.0,0.0,CNN,2018-04-09 05:30:48+00:00,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating global and domestic tests of will, it's becoming impossible to keep count | Analysis by @StCollinson https://t.co/SLmWACwExm",96
296,0.0258,0.0,0.948,0.052,CNN,2018-04-09 05:30:14+00:00,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US withdrawal from Syria https://t.co/nxKUCpus6B https://t.co/6mI4e92RCa",97
297,-0.296,0.136,0.864,0.0,CNN,2018-04-09 05:00:14+00:00,"Gun-toting congressman is right. He's no Gabby Giffords, writes Steven Lubet for @CNNopinion https://t.co/r3Hc3qozvq https://t.co/hSKe7m7mFz",98
298,0.0,0.0,1.0,0.0,CNN,2018-04-09 04:55:06+00:00,"Stormy Daniels' attorney has once again filed a motion to depose President Donald Trump and his lawyer, Michael Cohen, to ask about a $130,000 payout before the 2016 election. https://t.co/M3bhNUnfin https://t.co/XJaTU1hCsA",99
299,0.0,0.0,1.0,0.0,CNN,2018-04-09 04:45:26+00:00,Advocacy groups claim YouTube illegally collects data from kids https://t.co/QCRos9j9zU https://t.co/XQJopsUpyZ,100
300,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 16:25:49+00:00,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",1
301,-0.128,0.111,0.889,0.0,FoxNews,2018-04-09 16:25:41+00:00,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,2
302,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 16:22:56+00:00,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,3
303,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 16:21:48+00:00,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,4
304,-0.5574,0.338,0.662,0.0,FoxNews,2018-04-09 16:15:47+00:00,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",5
305,-0.2263,0.094,0.851,0.055,FoxNews,2018-04-09 16:12:51+00:00,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our country.” https://t.co/NA8EenxsBf,6
306,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 16:10:12+00:00,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,7
307,0.6573,0.0,0.767,0.233,FoxNews,2018-04-09 16:06:20+00:00,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a number on this country.” https://t.co/B3B1gw6njR,8
308,-0.7351,0.193,0.807,0.0,FoxNews,2018-04-09 16:03:05+00:00,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some major decisions over the next 24-48 hours.” https://t.co/GqziLOUDQG https://t.co/PzLQbpAR4X",9
309,-0.3182,0.187,0.813,0.0,FoxNews,2018-04-09 15:48:51+00:00,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,10
310,-0.3182,0.247,0.753,0.0,FoxNews,2018-04-09 15:41:12+00:00,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f,11
311,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 15:30:54+00:00,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23,12
312,0.128,0.0,0.88,0.12,FoxNews,2018-04-09 15:20:42+00:00,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF,13
313,-0.296,0.145,0.855,0.0,FoxNews,2018-04-09 15:06:25+00:00,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf",14
314,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 14:43:27+00:00,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO,15
315,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 14:36:36+00:00,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D",16
316,0.3182,0.0,0.874,0.126,FoxNews,2018-04-09 14:34:51+00:00,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD",17
317,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 14:29:26+00:00,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb,18
318,-0.5574,0.231,0.769,0.0,FoxNews,2018-04-09 14:26:01+00:00,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP,19
319,-0.5256,0.124,0.876,0.0,FoxNews,2018-04-09 14:23:41+00:00,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate for a very dangerous world."" https://t.co/DLHOkggShl",20
320,0.7089,0.0,0.884,0.116,FoxNews,2018-04-09 14:20:34+00:00,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody else that we’re going to stand up and defend ourselves, putting the resources behind our military, is the strongest message that we can possibly send.” https://t.co/yAcHolj6vi",21
321,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 14:15:12+00:00,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW",22
322,0.3612,0.0,0.706,0.294,FoxNews,2018-04-09 14:12:15+00:00,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr,23
323,0.34,0.0,0.854,0.146,FoxNews,2018-04-09 14:08:49+00:00,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql",24
324,0.3818,0.0,0.88,0.12,FoxNews,2018-04-09 14:05:35+00:00,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…",25
325,0.4336,0.0,0.856,0.144,FoxNews,2018-04-09 14:05:23+00:00,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…",26
326,0.4939,0.0,0.789,0.211,FoxNews,2018-04-09 14:04:13+00:00,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw",27
327,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 14:01:51+00:00,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE,28
328,-0.5423,0.243,0.757,0.0,FoxNews,2018-04-09 13:12:00+00:00,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)",29
329,-0.7096,0.33,0.67,0.0,FoxNews,2018-04-09 13:01:08+00:00,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F,30
330,0.3182,0.0,0.944,0.056,FoxNews,2018-04-09 12:59:25+00:00,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason the president is making the right decisions about surging our military… down to assist the border patrol in securing that border.” https://t.co/hb1Xmemhw9",31
331,-0.5859,0.348,0.652,0.0,FoxNews,2018-04-09 12:52:15+00:00,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u,32
332,-0.6486,0.2,0.687,0.113,FoxNews,2018-04-09 12:30:27+00:00,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illegal drugs and the human trafficking and the illegal firearms and all the problems we see on our southern border.” https://t.co/sWOVEXd7De,33
333,-0.0747,0.145,0.727,0.128,FoxNews,2018-04-09 12:10:12+00:00,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si,34
334,0.6124,0.0,0.688,0.312,FoxNews,2018-04-09 11:46:36+00:00,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM,35
335,0.7713,0.0,0.758,0.242,FoxNews,2018-04-09 11:45:07+00:00,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this is a problem."" https://t.co/eoAjsTzsJP @foxandfriends https://t.co/ufv1i0M0YJ",36
336,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 11:32:36+00:00,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx,37
337,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 11:26:49+00:00,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of,38
338,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 11:25:01+00:00,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb",39
339,0.4019,0.0,0.863,0.137,FoxNews,2018-04-09 11:23:38+00:00,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.” @foxandfriends https://t.co/pUyfcbvvBQ,40
340,-0.5574,0.295,0.591,0.114,FoxNews,2018-04-09 11:05:02+00:00,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6",41
341,0.0772,0.0,0.929,0.071,FoxNews,2018-04-09 10:58:23+00:00,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via @FoxNewsOpinion) https://t.co/TvM5wFwAE3",42
342,-0.9062,0.381,0.619,0.0,FoxNews,2018-04-09 10:32:14+00:00,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the eyes of the international community.” https://t.co/GqziLOUDQG https://t.co/NLAzmtfJgs,43
343,-0.8402,0.37,0.63,0.0,FoxNews,2018-04-09 10:28:47+00:00,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying his air capability.” https://t.co/GqziLOUDQG https://t.co/E1Zs0cIRoe,44
344,-0.802,0.474,0.526,0.0,FoxNews,2018-04-09 10:28:05+00:00,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL,45
345,-0.7003,0.326,0.674,0.0,FoxNews,2018-04-09 10:07:05+00:00,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf,46
346,-0.6249,0.274,0.639,0.087,FoxNews,2018-04-09 09:56:41+00:00,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.” https://t.co/bDEoDZuQbw https://t.co/SsdANygZ1q,47
347,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 09:41:32+00:00,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz,48
348,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 09:35:10+00:00,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE,49
349,-0.128,0.147,0.736,0.117,FoxNews,2018-04-09 09:16:10+00:00,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu,50
350,-0.5423,0.163,0.837,0.0,FoxNews,2018-04-09 09:01:54+00:00,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu",51
351,-0.4019,0.229,0.684,0.087,FoxNews,2018-04-09 09:00:00+00:00,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6,52
352,-0.5423,0.259,0.741,0.0,FoxNews,2018-04-09 08:55:00+00:00,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x,53
353,-0.7003,0.326,0.674,0.0,FoxNews,2018-04-09 08:50:00+00:00,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN,54
354,-0.4404,0.172,0.828,0.0,FoxNews,2018-04-09 08:42:00+00:00,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19",55
355,-0.7351,0.171,0.829,0.0,FoxNews,2018-04-09 08:40:19+00:00,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror should just as readily be applied to the threats on the southern border."" https://t.co/0NjOMgTNfz",56
356,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 08:37:00+00:00,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD,57
357,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 08:32:40+00:00,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4,58
358,0.7783,0.0,0.702,0.298,FoxNews,2018-04-09 08:32:00+00:00,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for African American workers. https://t.co/VQ9OnItmt7 https://t.co/kvyp6c1l9g",59
359,-0.7506,0.314,0.686,0.0,FoxNews,2018-04-09 08:30:09+00:00,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd",60
360,-0.4404,0.224,0.675,0.101,FoxNews,2018-04-09 08:22:21+00:00,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action."" https://t.co/bDEoDZuQbw https://t.co/tXxTgmJzif",61
361,0.0,0.0,1.0,0.0,FoxNews,2018-04-09 08:21:00+00:00,States sending troops to Mexico border. https://t.co/Zep3xNOoPF,62
362,-0.8555,0.308,0.579,0.113,FoxNews,2018-04-09 08:18:00+00:00,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it looks like their leaders are valuing illegal alien criminals instead of law-abiding residents."" https://t.co/zV18csMgcq",63
363,-0.0747,0.145,0.727,0.128,FoxNews,2018-04-09 08:16:41+00:00,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS,64
364,-0.802,0.474,0.526,0.0,FoxNews,2018-04-09 08:09:05+00:00,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el,65
